VALUE,BM,CO,EL,GO,HF,HY,LF,NG,NU,OC,OI,SO,WD,BMCS,COCS,NGCS
2036,0.0951618984605397,1.5684353367497177,0,0.0966,0.1973415724770506,1.7740000000000002,0.0093999999999999,1.39674847092182,1.8139000000000003,0.0457,0,4.8984003000000005,2.9219999999999997,0.4060499662905196,0.4060499662905196,0.4060499662905196
2037,0.0951618984605397,1.5684353367497177,0,0.0966,0.1973415724770506,1.8009000000000004,0.0093999999999999,1.39674847092182,1.9080000000000004,0.0526999999999999,0,5.2293003,3.129,0.4060499662905196,0.4060499662905196,0.4060499662905196
2038,0.0951618984605397,1.5684353367497177,0,0.0966,0.1973415724770506,1.8241077653932334,0.0093999999999999,1.39674847092182,2.0022,0.0595999999999999,0,5.5601003,3.348,0.4060499662905196,0.4060499662905196,0.4060499662905196
2039,0.0951618984605397,1.636025128076471,0,0.0966,0.1973415724770506,1.8410077653932335,0.0093999999999999,1.2967484709218202,2.0963000000000003,0.0665999999999999,0,5.891000299999999,3.581,0.4060499662905196,0.4060499662905196,0.4060499662905196
2040,0.0951618984605397,1.7360251280764711,0,0.0966,0.1933806174726208,1.8579077653932332,0.0093999999999999,1.1967484709218201,2.1904000000000003,0.0735999999999999,0,6.2218003,3.828,0.4060499662905196,0.4060499662905196,0.4060499662905196
2041,0.0951618984605397,1.8360251280764712,0,0.0966,0.17399999999999988,1.8729077653932333,0.0093999999999999,1.0967484709218203,2.2846,0.0854,0,6.559900299999999,4.091,0.4060499662905196,0.4060499662905196,0.4060499662905196
2042,0.0951618984605397,1.9360251280764713,0,0.0978,0.1678,1.8879077653932332,0.0087999999999999,1.0200484709218203,2.3787,0.0972,0,6.898000299999998,4.367999999999999,0.4060499662905196,0.4060499662905196,0.4060499662905196
2043,0.0951618984605397,2.036025128076471,0,0.1037,0.1547,1.9029077653932336,0.0078,0.8330484709218201,2.4728,0.1091,0,7.236000300000001,4.664,0.4060499662905196,0.4060499662905196,0.4060499662905196
2044,0.0951618984605397,2.1360251280764713,0,0.1096,0.1202,1.9179077653932335,0.0066,0.6414484709218201,2.567,0.1209,0,7.5741003000000005,4.976999999999999,0.4060499662905196,0.4060499662905196,0.4060499662905196
2045,0.0351618984605397,2.2360251280764714,0,0.1155,0.0939,1.9329077653932334,0.0060999999999999,0.4957999999999998,2.6611,0.1327,0,7.8709005,5.309,0.4060499662905196,0.4060499662905196,0.4060499662905196
2046,0.0351618984605397,2.3360251280764714,0,0.1202,0.0581,1.9432077653932334,0.0048,0.3222999999999999,2.7551999999999994,0.1519,0,8.060000299999999,5.660999999999999,0.4060499662905196,0.4060499662905196,0.4060499662905196
2047,0.0351618984605397,2.436025128076472,0,0.1249,0.0461,1.9535077653932333,0.0037999999999999,0.2463999999999999,2.8493999999999997,0.1711,0,8.188400000000001,6.0360000000000005,0.4060499662905196,0.4060499662905196,0.4060499662905196
2048,0.0351618984605397,2.536025128076472,0,0.1296999999999999,0.0283,1.9638077653932335,0.0022999999999999,0.1473999999999999,2.943499999999999,0.1902999999999999,0,8.2452,6.431999999999999,0.4060499662905196,0.4060499662905196,0.4060499662905196
2049,0.0351618984605397,2.636025128076472,0,0.1343999999999999,0.0123,1.9741077653932335,0.001,0.06839999999999999,3.0375999999999994,0.2094999999999999,0,8.3021,6.852999999999998,0.4060499662905196,0.4060499662905196,0.4060499662905196
2050,0.0351618984605397,2.585580918064188,0,0.1390999999999999,0.0,1.9844077653932335,0.0,0.0,3.1317999999999997,0.2286999999999999,0,8.359,7.299999999999999,0.4060499662905196,0.4060499662905196,0.4060499662905196
