VALUE,C1CO00I00,C1NG00I00,C1NU00I00,C1OI00I00,BM,GO,HY,OC,SO,WD
2032,41.259062825519386,135.33446512888443,106.96937153471995,170.7592395213431,29.880792025647064,34.3071339136,23.533876235520005,0.2451860927999999,25.744713956819268,20.796162912000007
2033,40.8518053660792,124.8738582868302,113.97216676319998,172.67991370276522,29.79679202564706,40.7201339136,23.96747731392,0.291652812,27.833844762333158,22.399610832
2034,40.44499318661028,113.00456209323116,120.97496199167998,174.5112409727072,29.712792025647058,48.4161339136,24.402500035200003,0.3371308776,29.921556447847053,24.10952428800001
2035,40.03663967084798,99.4585260861934,127.98519908543994,176.25935116397667,29.62879202564706,57.65113391359999,24.837522756480002,0.3826089432,32.010687253360935,25.945455600000003
2036,39.62874366820938,87.49903518749979,134.98799431391998,178.67088547914565,28.908,65.34213391360001,25.21994469120001,0.4518146952,34.27862717887483,27.886401792
2037,39.21930992511378,82.7046517091478,141.99078954239997,181.09124362972568,28.823999999999998,65.34213391360001,25.602366625920002,0.5210204472,36.54798622438873,29.955510288000003
2038,38.80933880777296,77.96244099989428,149.00102663615996,183.4575481355746,28.738999999999994,65.34213391360001,25.932298170240003,0.5892375456,38.81592614990261,32.150447424000006
2039,38.39988339542607,73.0282651207754,156.00382186463997,185.7945029351825,28.654999999999998,65.34213391360001,26.172555816960003,0.6584432976,41.0852851954165,34.494675984000004
2040,37.98888957167471,57.0942580146928,163.00661709311998,188.1114599835082,28.571,65.34213391360001,26.412813463680003,0.7276490495999998,44.26737775834165,36.98952048000001
2041,38.00563677835956,51.34439402331344,170.01685418687995,188.9667633724385,28.346,65.34213391360001,26.62605989568,0.8443101744,46.685891811597685,39.655290095999995
2042,38.02189286816376,45.82366770496887,177.01964941536,191.1524352534361,28.12,65.3699865088,26.83930632767998,0.9609712992,49.1044058648537,42.47098185600001
2043,38.03763683677112,39.20615373236329,184.02244464383995,193.31298313250355,27.89500000000001,65.50692843520002,27.052552759680005,1.0786210776,51.52150079810975,45.492635232
2044,38.05288285334677,59.2235021460895,191.0326817376,195.4693243710209,27.66900000000001,65.64387036160008,27.265799191680003,1.1952822024,53.94001485136576,48.695935968
2045,38.06762703896993,188.45703122867252,198.03547696607987,197.61852946202563,29.019380880000003,65.780812288,27.479045623680005,1.3119433272,56.09644830255032,52.105198320000014
2046,38.0818622757736,181.83248010621037,205.0382721945599,199.65758239363203,29.131333111850118,65.8899016192,27.62547484031999,1.5017648184,57.731423182180265,55.731869855999996
2047,38.09559691340928,163.00726202651128,212.04850928831988,211.2834459881973,29.168130264613662,65.99899095040001,27.77190405696001,1.6915863095999997,58.986449971720695,59.610356352000004
2048,38.10879930342769,260.1164680821986,219.05130451679983,212.9099131754572,29.224136357660036,66.11040133120001,27.918333273600005,1.8814078007999997,59.7925101317207,63.71646969599999
2049,38.12152442832322,265.64970764920827,226.0540997452798,214.53028489315096,29.283844682756527,66.2194906624,28.064762490240007,2.071229291999999,60.5999894117207,68.09811307199998
2050,38.133731340740624,258.81949565794173,233.0643368390398,216.1545949511237,29.355897684289115,66.3285799936,28.211191706880005,2.261050783199998,62.59229628621378,72.76395887999999
