REGION,_REGION,TIMESLICE,FUEL,YEAR,VALUE
Globe,Globe,IN,L_AGR_MFOO,2011,-0.0
Globe,Globe,IN,L_AGR_MFOO,2012,-0.0
Globe,Globe,IN,L_AGR_MFOO,2013,-0.0
Globe,Globe,IN,L_AGR_MFOO,2014,-0.0
Globe,Globe,IN,L_AGR_MFOO,2015,-0.0
Globe,Globe,IN,L_AGR_MFOO,2016,-0.0
Globe,Globe,IN,L_AGR_MFOO,2017,-0.0
Globe,Globe,IN,L_AGR_MFOO,2018,-0.0
Globe,Globe,IN,L_AGR_MFOO,2019,-0.0
Globe,Globe,IN,L_AGR_MFOO,2020,-0.0
Globe,Globe,IN,L_AGR_MFOO,2021,-0.0
Globe,Globe,IN,L_AGR_MFOO,2022,-0.0
Globe,Globe,IN,L_AGR_MFOO,2023,-0.0
Globe,Globe,IN,L_AGR_MFOO,2024,-0.0
Globe,Globe,IN,L_AGR_MFOO,2025,-0.0
Globe,Globe,IN,L_AGR_MFOO,2026,-0.0
Globe,Globe,IN,L_AGR_MFOO,2027,-0.0
Globe,Globe,IN,L_AGR_MFOO,2028,-0.0
Globe,Globe,IN,L_AGR_MFOO,2029,-0.0
Globe,Globe,IN,L_AGR_MFOO,2030,-0.0
Globe,Globe,IN,L_AGR_MFOO,2031,-0.0
Globe,Globe,IN,L_AGR_MFOO,2032,-0.0
Globe,Globe,IN,L_AGR_MFOO,2033,-0.0
Globe,Globe,IN,L_AGR_MFOO,2034,-0.0
Globe,Globe,IN,L_AGR_MFOO,2035,-0.0
Globe,Globe,IN,L_AGR_MFOO,2036,-0.0
Globe,Globe,IN,L_AGR_MFOO,2037,-0.0
Globe,Globe,IN,L_AGR_MFOO,2038,-0.0
Globe,Globe,IN,L_AGR_MFOO,2039,-0.0
Globe,Globe,IN,L_AGR_MFOO,2040,-0.0
Globe,Globe,IN,L_AGR_MFOO,2041,-0.0
Globe,Globe,IN,L_AGR_MFOO,2042,-0.0
Globe,Globe,IN,L_AGR_MFOO,2043,-0.0
Globe,Globe,IN,L_AGR_MFOO,2044,-0.0
Globe,Globe,IN,L_AGR_MFOO,2045,-0.0
Globe,Globe,IN,L_AGR_MFOO,2046,-0.0
Globe,Globe,IN,L_AGR_MFOO,2047,-0.0
Globe,Globe,IN,L_AGR_MFOO,2048,-0.0
Globe,Globe,IN,L_AGR_MFOO,2049,-0.0
Globe,Globe,IN,L_AGR_MFOO,2050,-0.0
Globe,Globe,IN,L_AGR_MFOO,2051,-0.0
Globe,Globe,IN,L_AGR_MFOO,2052,-0.0
Globe,Globe,IN,L_AGR_MFOO,2053,-0.0
Globe,Globe,IN,L_AGR_MFOO,2054,-0.0
Globe,Globe,IN,L_AGR_MFOO,2055,-0.0
Globe,Globe,IN,L_AGR_MFOO,2056,-0.0
Globe,Globe,IN,L_AGR_MFOO,2057,-0.0
Globe,Globe,IN,L_AGR_MFOO,2058,-0.0
Globe,Globe,IN,L_AGR_MFOO,2059,-0.0
Globe,Globe,IN,L_AGR_MFOO,2060,-0.0
Globe,Globe,IN,L_AGR_MFOO,2061,-0.0
Globe,Globe,IN,L_AGR_MFOO,2062,-0.0
Globe,Globe,IN,L_AGR_MFOO,2063,-0.0
Globe,Globe,IN,L_AGR_MFOO,2064,-0.0
Globe,Globe,IN,L_AGR_MFOO,2065,-0.0
Globe,Globe,IN,L_AGR_MFOO,2066,-0.0
Globe,Globe,IN,L_AGR_MFOO,2067,-0.0
Globe,Globe,IN,L_AGR_MFOO,2068,-0.0
Globe,Globe,IN,L_AGR_MFOO,2069,-0.0
Globe,Globe,IN,L_AGR_MFOO,2070,-0.0
Globe,Globe,IN,L_AGR_VFOO,2010,-0.0
Globe,Globe,IN,L_AGR_VFOO,2011,-0.0
Globe,Globe,IN,L_AGR_VFOO,2012,-0.0
Globe,Globe,IN,L_AGR_VFOO,2013,-0.0
Globe,Globe,IN,L_AGR_VFOO,2014,-0.0
Globe,Globe,IN,L_AGR_VFOO,2015,-0.0
Globe,Globe,IN,L_AGR_VFOO,2016,-0.0
Globe,Globe,IN,L_AGR_VFOO,2017,-0.0
Globe,Globe,IN,L_AGR_VFOO,2018,-0.0
Globe,Globe,IN,L_AGR_VFOO,2019,-0.0
Globe,Globe,IN,L_AGR_VFOO,2020,-0.0
Globe,Globe,IN,L_AGR_VFOO,2021,-0.0
Globe,Globe,IN,L_AGR_VFOO,2022,-0.0
Globe,Globe,IN,L_AGR_VFOO,2023,-0.0
Globe,Globe,IN,L_AGR_VFOO,2024,-0.0
Globe,Globe,IN,L_AGR_VFOO,2025,-0.0
Globe,Globe,IN,L_AGR_VFOO,2026,-0.0
Globe,Globe,IN,L_AGR_VFOO,2027,-0.0
Globe,Globe,IN,L_AGR_VFOO,2028,-0.0
Globe,Globe,IN,L_AGR_VFOO,2029,-0.0
Globe,Globe,IN,L_AGR_VFOO,2030,-0.0
Globe,Globe,IN,L_AGR_VFOO,2031,-0.0
Globe,Globe,IN,L_AGR_VFOO,2032,-0.0
Globe,Globe,IN,L_AGR_VFOO,2033,-0.0
Globe,Globe,IN,L_AGR_VFOO,2034,-0.0
Globe,Globe,IN,L_AGR_VFOO,2035,-0.0
Globe,Globe,IN,L_AGR_VFOO,2036,-0.0
Globe,Globe,IN,L_AGR_VFOO,2037,-0.0
Globe,Globe,IN,L_AGR_VFOO,2038,-0.0
Globe,Globe,IN,L_AGR_VFOO,2039,-0.0
Globe,Globe,IN,L_AGR_VFOO,2040,-0.0
Globe,Globe,IN,L_AGR_VFOO,2041,-0.0
Globe,Globe,IN,L_AGR_VFOO,2042,-0.0
Globe,Globe,IN,L_AGR_VFOO,2043,-0.0
Globe,Globe,IN,L_AGR_VFOO,2044,-0.0
Globe,Globe,IN,L_AGR_VFOO,2045,-0.0
Globe,Globe,IN,L_AGR_VFOO,2046,-0.0
Globe,Globe,IN,L_AGR_VFOO,2047,-0.0
Globe,Globe,IN,L_AGR_VFOO,2048,-0.0
Globe,Globe,IN,L_AGR_VFOO,2049,-0.0
Globe,Globe,IN,L_AGR_VFOO,2050,-0.0
Globe,Globe,IN,L_AGR_VFOO,2051,-0.0
Globe,Globe,IN,L_AGR_VFOO,2052,-0.0
Globe,Globe,IN,L_AGR_VFOO,2053,-0.0
Globe,Globe,IN,L_AGR_VFOO,2054,-0.0
Globe,Globe,IN,L_AGR_VFOO,2055,-0.0
Globe,Globe,IN,L_AGR_VFOO,2056,-0.0
Globe,Globe,IN,L_AGR_VFOO,2057,-0.0
Globe,Globe,IN,L_AGR_VFOO,2058,-0.0
Globe,Globe,IN,L_AGR_VFOO,2059,-0.0
Globe,Globe,IN,L_AGR_VFOO,2060,-0.0
Globe,Globe,IN,L_AGR_VFOO,2061,-0.0
Globe,Globe,IN,L_AGR_VFOO,2062,-0.0
Globe,Globe,IN,L_AGR_VFOO,2063,-0.0
Globe,Globe,IN,L_AGR_VFOO,2064,-0.0
Globe,Globe,IN,L_AGR_VFOO,2065,-0.0
Globe,Globe,IN,L_AGR_VFOO,2066,-0.0
Globe,Globe,IN,L_AGR_VFOO,2067,-0.0
Globe,Globe,IN,L_AGR_VFOO,2068,-0.0
Globe,Globe,IN,L_AGR_VFOO,2069,-0.0
Globe,Globe,IN,L_AGR_VFOO,2070,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2010,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2011,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2012,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2013,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2014,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2015,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2016,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2017,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2018,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2019,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2020,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2021,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2022,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2023,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2024,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2025,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2026,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2027,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2028,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2029,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2030,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2031,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2032,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2033,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2034,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2035,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2036,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2037,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2038,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2039,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2040,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2041,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2042,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2043,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2044,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2045,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2046,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2047,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2048,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2049,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2050,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2051,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2052,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2053,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2054,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2055,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2056,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2057,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2058,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2059,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2060,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2061,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2062,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2063,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2064,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2065,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2066,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2067,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2068,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2069,-0.0
Globe,Globe,IN,L_AGR_VFOOi,2070,-0.0
Globe,Globe,IN,L_FRST,2010,-0.0
Globe,Globe,IN,L_FRST,2011,-0.0
Globe,Globe,IN,L_FRST,2012,-0.0
Globe,Globe,IN,L_FRST,2013,-0.0
Globe,Globe,IN,L_FRST,2014,-0.0
Globe,Globe,IN,L_FRST,2015,-0.0
Globe,Globe,IN,L_FRST,2016,-0.0
Globe,Globe,IN,L_FRST,2017,-0.0
Globe,Globe,IN,L_FRST,2018,-0.0
Globe,Globe,IN,L_FRST,2019,-0.0
Globe,Globe,IN,L_FRST,2020,-0.0
Globe,Globe,IN,L_FRST,2021,-0.0
Globe,Globe,IN,L_FRST,2022,-0.0
Globe,Globe,IN,L_FRST,2023,-0.0
Globe,Globe,IN,L_FRST,2024,-0.0
Globe,Globe,IN,L_FRST,2025,-0.0
Globe,Globe,IN,L_FRST,2026,-0.0
Globe,Globe,IN,L_FRST,2027,-0.0
Globe,Globe,IN,L_FRST,2028,-0.0
Globe,Globe,IN,L_FRST,2029,-0.0
Globe,Globe,IN,L_FRST,2030,-0.0
Globe,Globe,IN,L_FRST,2031,-0.0
Globe,Globe,IN,L_FRST,2032,-0.0
Globe,Globe,IN,L_FRST,2033,-0.0
Globe,Globe,IN,L_FRST,2034,-0.0
Globe,Globe,IN,L_FRST,2035,-0.0
Globe,Globe,IN,L_FRST,2036,-0.0
Globe,Globe,IN,L_FRST,2037,-0.0
Globe,Globe,IN,L_FRST,2038,-0.0
Globe,Globe,IN,L_FRST,2039,-0.0
Globe,Globe,IN,L_FRST,2040,-0.0
Globe,Globe,IN,L_FRST,2041,-0.0
Globe,Globe,IN,L_FRST,2042,-0.0
Globe,Globe,IN,L_FRST,2043,-0.0
Globe,Globe,IN,L_FRST,2044,-0.0
Globe,Globe,IN,L_FRST,2045,-0.0
Globe,Globe,IN,L_FRST,2046,-0.0
Globe,Globe,IN,L_FRST,2047,-0.0
Globe,Globe,IN,L_FRST,2048,-0.0
Globe,Globe,IN,L_FRST,2049,-0.0
Globe,Globe,IN,L_FRST,2050,-0.0
Globe,Globe,IN,L_FRST,2051,-0.0
Globe,Globe,IN,L_FRST,2052,-0.0
Globe,Globe,IN,L_FRST,2053,-0.0
Globe,Globe,IN,L_FRST,2054,-0.0
Globe,Globe,IN,L_FRST,2055,-0.0
Globe,Globe,IN,L_FRST,2056,-0.0
Globe,Globe,IN,L_FRST,2057,-0.0
Globe,Globe,IN,L_FRST,2058,-0.0
Globe,Globe,IN,L_FRST,2059,-0.0
Globe,Globe,IN,L_FRST,2060,-0.0
Globe,Globe,IN,L_FRST,2061,-0.0
Globe,Globe,IN,L_FRST,2062,-0.0
Globe,Globe,IN,L_FRST,2063,-0.0
Globe,Globe,IN,L_FRST,2064,-0.0
Globe,Globe,IN,L_FRST,2065,-0.0
Globe,Globe,IN,L_FRST,2066,-0.0
Globe,Globe,IN,L_FRST,2067,-0.0
Globe,Globe,IN,L_FRST,2068,-0.0
Globe,Globe,IN,L_FRST,2069,-0.0
Globe,Globe,IN,L_FRST,2070,-0.0
Globe,Globe,IN,L_FRST_BIOW,2010,-0.0
Globe,Globe,IN,L_FRST_BIOW,2011,-0.0
Globe,Globe,IN,L_FRST_BIOW,2012,-0.0
Globe,Globe,IN,L_FRST_BIOW,2013,-0.0
Globe,Globe,IN,L_FRST_BIOW,2014,-0.0
Globe,Globe,IN,L_FRST_BIOW,2015,-0.0
Globe,Globe,IN,L_FRST_BIOW,2016,-0.0
Globe,Globe,IN,L_FRST_BIOW,2017,-0.0
Globe,Globe,IN,L_FRST_BIOW,2018,-0.0
Globe,Globe,IN,L_FRST_BIOW,2019,-0.0
Globe,Globe,IN,L_FRST_BIOW,2020,-0.0
Globe,Globe,IN,L_FRST_BIOW,2021,-0.0
Globe,Globe,IN,L_FRST_BIOW,2022,-0.0
Globe,Globe,IN,L_FRST_BIOW,2023,-0.0
Globe,Globe,IN,L_FRST_BIOW,2024,-0.0
Globe,Globe,IN,L_FRST_BIOW,2025,-0.0
Globe,Globe,IN,L_FRST_BIOW,2026,-0.0
Globe,Globe,IN,L_FRST_BIOW,2027,-0.0
Globe,Globe,IN,L_FRST_BIOW,2028,-0.0
Globe,Globe,IN,L_FRST_BIOW,2029,-0.0
Globe,Globe,IN,L_FRST_BIOW,2030,-0.0
Globe,Globe,IN,L_FRST_BIOW,2031,-0.0
Globe,Globe,IN,L_FRST_BIOW,2032,-0.0
Globe,Globe,IN,L_FRST_BIOW,2033,-0.0
Globe,Globe,IN,L_FRST_BIOW,2034,-0.0
Globe,Globe,IN,L_FRST_BIOW,2035,-0.0
Globe,Globe,IN,L_FRST_BIOW,2036,-0.0
Globe,Globe,IN,L_FRST_BIOW,2037,-0.0
Globe,Globe,IN,L_FRST_BIOW,2038,-0.0
Globe,Globe,IN,L_FRST_BIOW,2039,-0.0
Globe,Globe,IN,L_FRST_BIOW,2040,-0.0
Globe,Globe,IN,L_FRST_BIOW,2041,-0.0
Globe,Globe,IN,L_FRST_BIOW,2042,-0.0
Globe,Globe,IN,L_FRST_BIOW,2043,-0.0
Globe,Globe,IN,L_FRST_BIOW,2044,-0.0
Globe,Globe,IN,L_FRST_BIOW,2045,-0.0
Globe,Globe,IN,L_FRST_BIOW,2046,-0.0
Globe,Globe,IN,L_FRST_BIOW,2047,-0.0
Globe,Globe,IN,L_FRST_BIOW,2048,-0.0
Globe,Globe,IN,L_FRST_BIOW,2049,-0.0
Globe,Globe,IN,L_FRST_BIOW,2050,-0.0
Globe,Globe,IN,L_FRST_BIOW,2051,-0.0
Globe,Globe,IN,L_FRST_BIOW,2052,-0.0
Globe,Globe,IN,L_FRST_BIOW,2053,-0.0
Globe,Globe,IN,L_FRST_BIOW,2054,-0.0
Globe,Globe,IN,L_FRST_BIOW,2055,-0.0
Globe,Globe,IN,L_FRST_BIOW,2056,-0.0
Globe,Globe,IN,L_FRST_BIOW,2057,-0.0
Globe,Globe,IN,L_FRST_BIOW,2058,-0.0
Globe,Globe,IN,L_FRST_BIOW,2059,-0.0
Globe,Globe,IN,L_FRST_BIOW,2060,-0.0
Globe,Globe,IN,L_FRST_BIOW,2061,-0.0
Globe,Globe,IN,L_FRST_BIOW,2062,-0.0
Globe,Globe,IN,L_FRST_BIOW,2063,-0.0
Globe,Globe,IN,L_FRST_BIOW,2064,-0.0
Globe,Globe,IN,L_FRST_BIOW,2065,-0.0
Globe,Globe,IN,L_FRST_BIOW,2066,-0.0
Globe,Globe,IN,L_FRST_BIOW,2067,-0.0
Globe,Globe,IN,L_FRST_BIOW,2068,-0.0
Globe,Globe,IN,L_FRST_BIOW,2069,-0.0
Globe,Globe,IN,L_FRST_BIOW,2070,-0.0
Globe,Globe,IN,L_OTHER,2010,-0.0
Globe,Globe,IN,L_OTHER,2011,-0.0
Globe,Globe,IN,L_OTHER,2012,-0.0
Globe,Globe,IN,L_OTHER,2013,-0.0
Globe,Globe,IN,L_OTHER,2014,-0.0
Globe,Globe,IN,L_OTHER,2015,-0.0
Globe,Globe,IN,L_OTHER,2016,-0.0
Globe,Globe,IN,L_OTHER,2017,-0.0
Globe,Globe,IN,L_OTHER,2018,-0.0
Globe,Globe,IN,L_OTHER,2019,-0.0
Globe,Globe,IN,L_OTHER,2020,-0.0
Globe,Globe,IN,L_OTHER,2021,-0.0
Globe,Globe,IN,L_OTHER,2022,-0.0
Globe,Globe,IN,L_OTHER,2023,-0.0
Globe,Globe,IN,L_OTHER,2024,-0.0
Globe,Globe,IN,L_OTHER,2025,-0.0
Globe,Globe,IN,L_OTHER,2026,-0.0
Globe,Globe,IN,L_OTHER,2027,-0.0
Globe,Globe,IN,L_OTHER,2028,-0.0
Globe,Globe,IN,L_OTHER,2029,-0.0
Globe,Globe,IN,L_OTHER,2030,-0.0
Globe,Globe,IN,L_OTHER,2031,-0.0
Globe,Globe,IN,L_OTHER,2032,-0.0
Globe,Globe,IN,L_OTHER,2033,-0.0
Globe,Globe,IN,L_OTHER,2034,-0.0
Globe,Globe,IN,L_OTHER,2035,-0.0
Globe,Globe,IN,L_OTHER,2036,-0.0
Globe,Globe,IN,L_OTHER,2037,-0.0
Globe,Globe,IN,L_OTHER,2038,-0.0
Globe,Globe,IN,L_OTHER,2039,-0.0
Globe,Globe,IN,L_OTHER,2040,-0.0
Globe,Globe,IN,L_OTHER,2041,-0.0
Globe,Globe,IN,L_OTHER,2042,-0.0
Globe,Globe,IN,L_OTHER,2043,-0.0
Globe,Globe,IN,L_OTHER,2044,-0.0
Globe,Globe,IN,L_OTHER,2045,-0.0
Globe,Globe,IN,L_OTHER,2046,-0.0
Globe,Globe,IN,L_OTHER,2047,-0.0
Globe,Globe,IN,L_OTHER,2048,-0.0
Globe,Globe,IN,L_OTHER,2049,-0.0
Globe,Globe,IN,L_OTHER,2050,-0.0
Globe,Globe,IN,L_OTHER,2051,-0.0
Globe,Globe,IN,L_OTHER,2052,-0.0
Globe,Globe,IN,L_OTHER,2053,-0.0
Globe,Globe,IN,L_OTHER,2054,-0.0
Globe,Globe,IN,L_OTHER,2055,-0.0
Globe,Globe,IN,L_OTHER,2056,-0.0
Globe,Globe,IN,L_OTHER,2057,-0.0
Globe,Globe,IN,L_OTHER,2058,-0.0
Globe,Globe,IN,L_OTHER,2059,-0.0
Globe,Globe,IN,L_OTHER,2060,-0.0
Globe,Globe,IN,L_OTHER,2061,-0.0
Globe,Globe,IN,L_OTHER,2062,-0.0
Globe,Globe,IN,L_OTHER,2063,-0.0
Globe,Globe,IN,L_OTHER,2064,-0.0
Globe,Globe,IN,L_OTHER,2065,-0.0
Globe,Globe,IN,L_OTHER,2066,-0.0
Globe,Globe,IN,L_OTHER,2067,-0.0
Globe,Globe,IN,L_OTHER,2068,-0.0
Globe,Globe,IN,L_OTHER,2069,-0.0
Globe,Globe,IN,L_OTHER,2070,-0.0
Globe,Globe,IN,MFOO,2010,-0.0
Globe,Globe,IN,MFOO,2011,-0.0
Globe,Globe,IN,MFOO,2012,-0.0
Globe,Globe,IN,MFOO,2013,-0.0
Globe,Globe,IN,MFOO,2014,-0.0
Globe,Globe,IN,MFOO,2015,-0.0
Globe,Globe,IN,MFOO,2016,-0.0
Globe,Globe,IN,MFOO,2017,-0.0
Globe,Globe,IN,MFOO,2018,-0.0
Globe,Globe,IN,MFOO,2019,-0.0
Globe,Globe,IN,MFOO,2020,-0.0
Globe,Globe,IN,MFOO,2021,-0.0
Globe,Globe,IN,MFOO,2022,-0.0
Globe,Globe,IN,MFOO,2023,-0.0
Globe,Globe,IN,MFOO,2024,-0.0
Globe,Globe,IN,MFOO,2025,-0.0
Globe,Globe,IN,MFOO,2026,-0.0
Globe,Globe,IN,MFOO,2027,-0.0
Globe,Globe,IN,MFOO,2028,-0.0
Globe,Globe,IN,MFOO,2029,-0.0
Globe,Globe,IN,MFOO,2030,-0.0
Globe,Globe,IN,MFOO,2031,-0.0
Globe,Globe,IN,MFOO,2032,-0.0
Globe,Globe,IN,MFOO,2033,-0.0
Globe,Globe,IN,MFOO,2034,-0.0
Globe,Globe,IN,MFOO,2035,-0.0
Globe,Globe,IN,MFOO,2036,-0.0
Globe,Globe,IN,MFOO,2037,-0.0
Globe,Globe,IN,MFOO,2038,-0.0
Globe,Globe,IN,MFOO,2039,-0.0
Globe,Globe,IN,MFOO,2040,-0.0
Globe,Globe,IN,MFOO,2041,-0.0
Globe,Globe,IN,MFOO,2042,-0.0
Globe,Globe,IN,MFOO,2043,-0.0
Globe,Globe,IN,MFOO,2044,-0.0
Globe,Globe,IN,MFOO,2045,-0.0
Globe,Globe,IN,MFOO,2046,-0.0
Globe,Globe,IN,MFOO,2047,-0.0
Globe,Globe,IN,MFOO,2048,-0.0
Globe,Globe,IN,MFOO,2049,-0.0
Globe,Globe,IN,MFOO,2050,-0.0
Globe,Globe,IN,MFOO,2051,-0.0
Globe,Globe,IN,MFOO,2052,-0.0
Globe,Globe,IN,MFOO,2053,-0.0
Globe,Globe,IN,MFOO,2054,-0.0
Globe,Globe,IN,MFOO,2055,-0.0
Globe,Globe,IN,MFOO,2056,-0.0
Globe,Globe,IN,MFOO,2057,-0.0
Globe,Globe,IN,MFOO,2058,-0.0
Globe,Globe,IN,MFOO,2059,-0.0
Globe,Globe,IN,MFOO,2060,-0.0
Globe,Globe,IN,MFOO,2061,-0.0
Globe,Globe,IN,MFOO,2062,-0.0
Globe,Globe,IN,MFOO,2063,-0.0
Globe,Globe,IN,MFOO,2064,-0.0
Globe,Globe,IN,MFOO,2065,-0.0
Globe,Globe,IN,MFOO,2066,-0.0
Globe,Globe,IN,MFOO,2067,-0.0
Globe,Globe,IN,MFOO,2068,-0.0
Globe,Globe,IN,MFOO,2069,-0.0
Globe,Globe,IN,MFOO,2070,-0.0
Globe,Globe,IN,MFOO_P_LA2,2010,-0.0
Globe,Globe,IN,MFOO_P_LA2,2011,-0.0
Globe,Globe,IN,MFOO_P_LA2,2012,-0.0
Globe,Globe,IN,MFOO_P_LA2,2013,-0.0
Globe,Globe,IN,MFOO_P_LA2,2014,-0.0
Globe,Globe,IN,MFOO_P_LA2,2015,-0.0
Globe,Globe,IN,MFOO_P_LA2,2016,-0.0
Globe,Globe,IN,MFOO_P_LA2,2017,-0.0
Globe,Globe,IN,MFOO_P_LA2,2018,-0.0
Globe,Globe,IN,MFOO_P_LA2,2019,-0.0
Globe,Globe,IN,MFOO_P_LA2,2020,-0.0
Globe,Globe,IN,MFOO_P_LA2,2021,-0.0
Globe,Globe,IN,MFOO_P_LA2,2022,-0.0
Globe,Globe,IN,MFOO_P_LA2,2023,-0.0
Globe,Globe,IN,MFOO_P_LA2,2024,-0.0
Globe,Globe,IN,MFOO_P_LA2,2025,-0.0
Globe,Globe,IN,MFOO_P_LA2,2026,-0.0
Globe,Globe,IN,MFOO_P_LA2,2027,-0.0
Globe,Globe,IN,MFOO_P_LA2,2028,-0.0
Globe,Globe,IN,MFOO_P_LA2,2029,-0.0
Globe,Globe,IN,MFOO_P_LA2,2030,-0.0
Globe,Globe,IN,MFOO_P_LA2,2031,-0.0
Globe,Globe,IN,MFOO_P_LA2,2032,-0.0
Globe,Globe,IN,MFOO_P_LA2,2033,-0.0
Globe,Globe,IN,MFOO_P_LA2,2034,-0.0
Globe,Globe,IN,MFOO_P_LA2,2035,-0.0
Globe,Globe,IN,MFOO_P_LA2,2036,-0.0
Globe,Globe,IN,MFOO_P_LA2,2037,-0.0
Globe,Globe,IN,MFOO_P_LA2,2038,-0.0
Globe,Globe,IN,MFOO_P_LA2,2039,-0.0
Globe,Globe,IN,MFOO_P_LA2,2040,-0.0
Globe,Globe,IN,MFOO_P_LA2,2041,-0.0
Globe,Globe,IN,MFOO_P_LA2,2042,-0.0
Globe,Globe,IN,MFOO_P_LA2,2043,-0.0
Globe,Globe,IN,MFOO_P_LA2,2044,-0.0
Globe,Globe,IN,MFOO_P_LA2,2045,-0.0
Globe,Globe,IN,MFOO_P_LA2,2046,-0.0
Globe,Globe,IN,MFOO_P_LA2,2047,-0.0
Globe,Globe,IN,MFOO_P_LA2,2048,-0.0
Globe,Globe,IN,MFOO_P_LA2,2049,-0.0
Globe,Globe,IN,MFOO_P_LA2,2050,-0.0
Globe,Globe,IN,MFOO_P_LA2,2051,-0.0
Globe,Globe,IN,MFOO_P_LA2,2052,-0.0
Globe,Globe,IN,MFOO_P_LA2,2053,-0.0
Globe,Globe,IN,MFOO_P_LA2,2054,-0.0
Globe,Globe,IN,MFOO_P_LA2,2055,-0.0
Globe,Globe,IN,MFOO_P_LA2,2056,-0.0
Globe,Globe,IN,MFOO_P_LA2,2057,-0.0
Globe,Globe,IN,MFOO_P_LA2,2058,-0.0
Globe,Globe,IN,MFOO_P_LA2,2059,-0.0
Globe,Globe,IN,MFOO_P_LA2,2060,-0.0
Globe,Globe,IN,MFOO_P_LA2,2061,-0.0
Globe,Globe,IN,MFOO_P_LA2,2062,-0.0
Globe,Globe,IN,MFOO_P_LA2,2063,-0.0
Globe,Globe,IN,MFOO_P_LA2,2064,-0.0
Globe,Globe,IN,MFOO_P_LA2,2065,-0.0
Globe,Globe,IN,MFOO_P_LA2,2066,-0.0
Globe,Globe,IN,MFOO_P_LA2,2067,-0.0
Globe,Globe,IN,MFOO_P_LA2,2068,-0.0
Globe,Globe,IN,MFOO_P_LA2,2069,-0.0
Globe,Globe,IN,MFOO_P_LA2,2070,-0.0
Globe,Globe,IN,PAP,2010,-0.0
Globe,Globe,IN,PAP,2011,-0.0
Globe,Globe,IN,PAP,2012,-0.0
Globe,Globe,IN,PAP,2013,-0.0
Globe,Globe,IN,PAP,2014,-0.0
Globe,Globe,IN,PAP,2015,-0.0
Globe,Globe,IN,PAP,2016,-0.0
Globe,Globe,IN,PAP,2017,-0.0
Globe,Globe,IN,PAP,2018,-0.0
