REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
Globe,C1NGLP000,IP,2027,0.85
Globe,C1NGLP000,IP,2028,0.85
Globe,C1NGLP000,IP,2029,0.85
Globe,C1NGLP000,IP,2030,0.85
Globe,C1NGLP000,IP,2031,0.85
Globe,C1NGLP000,IP,2032,0.85
Globe,C1NGLP000,IP,2033,0.85
Globe,C1NGLP000,IP,2034,0.85
Globe,C1NGLP000,IP,2035,0.85
Globe,C1NGLP000,IP,2036,0.85
Globe,C1NGLP000,IP,2037,0.85
Globe,C1NGLP000,IP,2038,0.85
Globe,C1NGLP000,IP,2039,0.85
Globe,C1NGLP000,IP,2040,0.85
Globe,C1NGLP000,IP,2041,0.85
Globe,C1NGLP000,IP,2042,0.85
Globe,C1NGLP000,IP,2043,0.85
Globe,C1NGLP000,IP,2044,0.85
Globe,C1NGLP000,IP,2045,0.85
Globe,C1NGLP000,IP,2046,0.85
Globe,C1NGLP000,IP,2047,0.85
Globe,C1NGLP000,IP,2048,0.85
Globe,C1NGLP000,IP,2049,0.85
Globe,C1NGLP000,IP,2050,0.85
Globe,C1NGLP000,IP,2051,0.85
Globe,C1NGLP000,IP,2052,0.85
Globe,C1NGLP000,IP,2053,0.85
Globe,C1NGLP000,IP,2054,0.85
Globe,C1NGLP000,IP,2055,0.85
Globe,C1NGLP000,IP,2056,0.85
Globe,C1NGLP000,IP,2057,0.85
Globe,C1NGLP000,IP,2058,0.85
Globe,C1NGLP000,IP,2059,0.85
Globe,C1NGLP000,IP,2060,0.85
Globe,C1NGLP000,IP,2061,0.85
Globe,C1NGLP000,IP,2062,0.85
Globe,C1NGLP000,IP,2063,0.85
Globe,C1NGLP000,IP,2064,0.85
Globe,C1NGLP000,IP,2065,0.85
Globe,C1NGLP000,IP,2066,0.85
Globe,C1NGLP000,IP,2067,0.85
Globe,C1NGLP000,IP,2068,0.85
Globe,C1NGLP000,IP,2069,0.85
Globe,C1NGLP000,IP,2070,0.85
Globe,C1NULWP00,ID,2010,0.92
Globe,C1NULWP00,ID,2011,0.92
Globe,C1NULWP00,ID,2012,0.92
Globe,C1NULWP00,ID,2013,0.92
Globe,C1NULWP00,ID,2014,0.92
Globe,C1NULWP00,ID,2015,0.92
Globe,C1NULWP00,ID,2016,0.92
Globe,C1NULWP00,ID,2017,0.92
Globe,C1NULWP00,ID,2018,0.92
Globe,C1NULWP00,ID,2019,0.92
Globe,C1NULWP00,ID,2020,0.92
Globe,C1NULWP00,ID,2021,0.92
Globe,C1NULWP00,ID,2022,0.92
Globe,C1NULWP00,ID,2023,0.92
Globe,C1NULWP00,ID,2024,0.92
Globe,C1NULWP00,ID,2025,0.92
Globe,C1NULWP00,ID,2026,0.92
Globe,C1NULWP00,ID,2027,0.92
Globe,C1NULWP00,ID,2028,0.92
Globe,C1NULWP00,ID,2029,0.92
Globe,C1NULWP00,ID,2030,0.92
Globe,C1NULWP00,ID,2031,0.92
Globe,C1NULWP00,ID,2032,0.92
Globe,C1NULWP00,ID,2033,0.92
Globe,C1NULWP00,ID,2034,0.92
Globe,C1NULWP00,ID,2035,0.92
Globe,C1NULWP00,ID,2036,0.92
Globe,C1NULWP00,ID,2037,0.92
Globe,C1NULWP00,ID,2038,0.92
Globe,C1NULWP00,ID,2039,0.92
Globe,C1NULWP00,ID,2040,0.92
Globe,C1NULWP00,ID,2041,0.92
Globe,C1NULWP00,ID,2042,0.92
Globe,C1NULWP00,ID,2043,0.92
Globe,C1NULWP00,ID,2044,0.92
Globe,C1NULWP00,ID,2045,0.92
Globe,C1NULWP00,ID,2046,0.92
Globe,C1NULWP00,ID,2047,0.92
Globe,C1NULWP00,ID,2048,0.92
Globe,C1NULWP00,ID,2049,0.92
Globe,C1NULWP00,ID,2050,0.92
Globe,C1NULWP00,ID,2051,0.92
Globe,C1NULWP00,ID,2052,0.92
Globe,C1NULWP00,ID,2053,0.92
Globe,C1NULWP00,ID,2054,0.92
Globe,C1NULWP00,ID,2055,0.92
Globe,C1NULWP00,ID,2056,0.92
Globe,C1NULWP00,ID,2057,0.92
Globe,C1NULWP00,ID,2058,0.92
Globe,C1NULWP00,ID,2059,0.92
Globe,C1NULWP00,ID,2060,0.92
Globe,C1NULWP00,ID,2061,0.92
Globe,C1NULWP00,ID,2062,0.92
Globe,C1NULWP00,ID,2063,0.92
Globe,C1NULWP00,ID,2064,0.92
Globe,C1NULWP00,ID,2065,0.92
Globe,C1NULWP00,ID,2066,0.92
Globe,C1NULWP00,ID,2067,0.92
Globe,C1NULWP00,ID,2068,0.92
Globe,C1NULWP00,ID,2069,0.92
Globe,C1NULWP00,ID,2070,0.92
Globe,C1NULWP00,IN,2010,0.92
Globe,C1NULWP00,IN,2011,0.92
Globe,C1NULWP00,IN,2012,0.92
Globe,C1NULWP00,IN,2013,0.92
Globe,C1NULWP00,IN,2014,0.92
Globe,C1NULWP00,IN,2015,0.92
Globe,C1NULWP00,IN,2016,0.92
Globe,C1NULWP00,IN,2017,0.92
Globe,C1NULWP00,IN,2018,0.92
Globe,C1NULWP00,IN,2019,0.92
Globe,C1NULWP00,IN,2020,0.92
Globe,C1NULWP00,IN,2021,0.92
Globe,C1NULWP00,IN,2022,0.92
Globe,C1NULWP00,IN,2023,0.92
Globe,C1NULWP00,IN,2024,0.92
Globe,C1NULWP00,IN,2025,0.92
Globe,C1NULWP00,IN,2026,0.92
Globe,C1NULWP00,IN,2027,0.92
Globe,C1NULWP00,IN,2028,0.92
Globe,C1NULWP00,IN,2029,0.92
Globe,C1NULWP00,IN,2030,0.92
Globe,C1NULWP00,IN,2031,0.92
Globe,C1NULWP00,IN,2032,0.92
Globe,C1NULWP00,IN,2033,0.92
Globe,C1NULWP00,IN,2034,0.92
Globe,C1NULWP00,IN,2035,0.92
Globe,C1NULWP00,IN,2036,0.92
Globe,C1NULWP00,IN,2037,0.92
Globe,C1NULWP00,IN,2038,0.92
Globe,C1NULWP00,IN,2039,0.92
Globe,C1NULWP00,IN,2040,0.92
Globe,C1NULWP00,IN,2041,0.92
Globe,C1NULWP00,IN,2042,0.92
Globe,C1NULWP00,IN,2043,0.92
Globe,C1NULWP00,IN,2044,0.92
Globe,C1NULWP00,IN,2045,0.92
Globe,C1NULWP00,IN,2046,0.92
Globe,C1NULWP00,IN,2047,0.92
Globe,C1NULWP00,IN,2048,0.92
Globe,C1NULWP00,IN,2049,0.92
Globe,C1NULWP00,IN,2050,0.92
Globe,C1NULWP00,IN,2051,0.92
Globe,C1NULWP00,IN,2052,0.92
Globe,C1NULWP00,IN,2053,0.92
Globe,C1NULWP00,IN,2054,0.92
Globe,C1NULWP00,IN,2055,0.92
Globe,C1NULWP00,IN,2056,0.92
Globe,C1NULWP00,IN,2057,0.92
Globe,C1NULWP00,IN,2058,0.92
Globe,C1NULWP00,IN,2059,0.92
Globe,C1NULWP00,IN,2060,0.92
Globe,C1NULWP00,IN,2061,0.92
Globe,C1NULWP00,IN,2062,0.92
Globe,C1NULWP00,IN,2063,0.92
Globe,C1NULWP00,IN,2064,0.92
Globe,C1NULWP00,IN,2065,0.92
Globe,C1NULWP00,IN,2066,0.92
Globe,C1NULWP00,IN,2067,0.92
Globe,C1NULWP00,IN,2068,0.92
Globe,C1NULWP00,IN,2069,0.92
Globe,C1NULWP00,IN,2070,0.92
Globe,C1NULWP00,IP,2010,0.92
Globe,C1NULWP00,IP,2011,0.92
Globe,C1NULWP00,IP,2012,0.92
Globe,C1NULWP00,IP,2013,0.92
Globe,C1NULWP00,IP,2014,0.92
Globe,C1NULWP00,IP,2015,0.92
Globe,C1NULWP00,IP,2016,0.92
Globe,C1NULWP00,IP,2017,0.92
Globe,C1NULWP00,IP,2018,0.92
Globe,C1NULWP00,IP,2019,0.92
Globe,C1NULWP00,IP,2020,0.92
Globe,C1NULWP00,IP,2021,0.92
Globe,C1NULWP00,IP,2022,0.92
Globe,C1NULWP00,IP,2023,0.92
Globe,C1NULWP00,IP,2024,0.92
Globe,C1NULWP00,IP,2025,0.92
Globe,C1NULWP00,IP,2026,0.92
Globe,C1NULWP00,IP,2027,0.92
Globe,C1NULWP00,IP,2028,0.92
Globe,C1NULWP00,IP,2029,0.92
Globe,C1NULWP00,IP,2030,0.92
Globe,C1NULWP00,IP,2031,0.92
Globe,C1NULWP00,IP,2032,0.92
Globe,C1NULWP00,IP,2033,0.92
Globe,C1NULWP00,IP,2034,0.92
Globe,C1NULWP00,IP,2035,0.92
Globe,C1NULWP00,IP,2036,0.92
Globe,C1NULWP00,IP,2037,0.92
Globe,C1NULWP00,IP,2038,0.92
Globe,C1NULWP00,IP,2039,0.92
Globe,C1NULWP00,IP,2040,0.92
Globe,C1NULWP00,IP,2041,0.92
Globe,C1NULWP00,IP,2042,0.92
Globe,C1NULWP00,IP,2043,0.92
Globe,C1NULWP00,IP,2044,0.92
Globe,C1NULWP00,IP,2045,0.92
Globe,C1NULWP00,IP,2046,0.92
Globe,C1NULWP00,IP,2047,0.92
Globe,C1NULWP00,IP,2048,0.92
Globe,C1NULWP00,IP,2049,0.92
Globe,C1NULWP00,IP,2050,0.92
Globe,C1NULWP00,IP,2051,0.92
Globe,C1NULWP00,IP,2052,0.92
Globe,C1NULWP00,IP,2053,0.92
Globe,C1NULWP00,IP,2054,0.92
Globe,C1NULWP00,IP,2055,0.92
Globe,C1NULWP00,IP,2056,0.92
Globe,C1NULWP00,IP,2057,0.92
Globe,C1NULWP00,IP,2058,0.92
Globe,C1NULWP00,IP,2059,0.92
Globe,C1NULWP00,IP,2060,0.92
Globe,C1NULWP00,IP,2061,0.92
Globe,C1NULWP00,IP,2062,0.92
Globe,C1NULWP00,IP,2063,0.92
Globe,C1NULWP00,IP,2064,0.92
Globe,C1NULWP00,IP,2065,0.92
Globe,C1NULWP00,IP,2066,0.92
Globe,C1NULWP00,IP,2067,0.92
Globe,C1NULWP00,IP,2068,0.92
Globe,C1NULWP00,IP,2069,0.92
Globe,C1NULWP00,IP,2070,0.92
Globe,C1OCCVP00,ID,2010,0.33
Globe,C1OCCVP00,ID,2011,0.33
Globe,C1OCCVP00,ID,2012,0.33
Globe,C1OCCVP00,ID,2013,0.33
Globe,C1OCCVP00,ID,2014,0.33
Globe,C1OCCVP00,ID,2015,0.33
Globe,C1OCCVP00,ID,2016,0.33
Globe,C1OCCVP00,ID,2017,0.33
Globe,C1OCCVP00,ID,2018,0.33
Globe,C1OCCVP00,ID,2019,0.33
Globe,C1OCCVP00,ID,2020,0.33
Globe,C1OCCVP00,ID,2021,0.33
Globe,C1OCCVP00,ID,2022,0.33
Globe,C1OCCVP00,ID,2023,0.33
Globe,C1OCCVP00,ID,2024,0.33
Globe,C1OCCVP00,ID,2025,0.33
Globe,C1OCCVP00,ID,2026,0.33
Globe,C1OCCVP00,ID,2027,0.33
Globe,C1OCCVP00,ID,2028,0.33
Globe,C1OCCVP00,ID,2029,0.33
Globe,C1OCCVP00,ID,2030,0.33
Globe,C1OCCVP00,ID,2031,0.33
Globe,C1OCCVP00,ID,2032,0.33
Globe,C1OCCVP00,ID,2033,0.33
Globe,C1OCCVP00,ID,2034,0.33
Globe,C1OCCVP00,ID,2035,0.33
Globe,C1OCCVP00,ID,2036,0.33
Globe,C1OCCVP00,ID,2037,0.33
Globe,C1OCCVP00,ID,2038,0.33
Globe,C1OCCVP00,ID,2039,0.33
Globe,C1OCCVP00,ID,2040,0.33
Globe,C1OCCVP00,ID,2041,0.33
Globe,C1OCCVP00,ID,2042,0.33
Globe,C1OCCVP00,ID,2043,0.33
Globe,C1OCCVP00,ID,2044,0.33
Globe,C1OCCVP00,ID,2045,0.33
Globe,C1OCCVP00,ID,2046,0.33
Globe,C1OCCVP00,ID,2047,0.33
Globe,C1OCCVP00,ID,2048,0.33
Globe,C1OCCVP00,ID,2049,0.33
Globe,C1OCCVP00,ID,2050,0.33
Globe,C1OCCVP00,ID,2051,0.33
Globe,C1OCCVP00,ID,2052,0.33
Globe,C1OCCVP00,ID,2053,0.33
Globe,C1OCCVP00,ID,2054,0.33
Globe,C1OCCVP00,ID,2055,0.33
Globe,C1OCCVP00,ID,2056,0.33
Globe,C1OCCVP00,ID,2057,0.33
Globe,C1OCCVP00,ID,2058,0.33
Globe,C1OCCVP00,ID,2059,0.33
Globe,C1OCCVP00,ID,2060,0.33
Globe,C1OCCVP00,ID,2061,0.33
Globe,C1OCCVP00,ID,2062,0.33
Globe,C1OCCVP00,ID,2063,0.33
Globe,C1OCCVP00,ID,2064,0.33
Globe,C1OCCVP00,ID,2065,0.33
Globe,C1OCCVP00,ID,2066,0.33
Globe,C1OCCVP00,ID,2067,0.33
Globe,C1OCCVP00,ID,2068,0.33
Globe,C1OCCVP00,ID,2069,0.33
Globe,C1OCCVP00,ID,2070,0.33
Globe,C1OCCVP00,IN,2010,0.33
Globe,C1OCCVP00,IN,2011,0.33
Globe,C1OCCVP00,IN,2012,0.33
Globe,C1OCCVP00,IN,2013,0.33
Globe,C1OCCVP00,IN,2014,0.33
Globe,C1OCCVP00,IN,2015,0.33
Globe,C1OCCVP00,IN,2016,0.33
Globe,C1OCCVP00,IN,2017,0.33
Globe,C1OCCVP00,IN,2018,0.33
Globe,C1OCCVP00,IN,2019,0.33
Globe,C1OCCVP00,IN,2020,0.33
Globe,C1OCCVP00,IN,2021,0.33
Globe,C1OCCVP00,IN,2022,0.33
Globe,C1OCCVP00,IN,2023,0.33
Globe,C1OCCVP00,IN,2024,0.33
Globe,C1OCCVP00,IN,2025,0.33
Globe,C1OCCVP00,IN,2026,0.33
Globe,C1OCCVP00,IN,2027,0.33
Globe,C1OCCVP00,IN,2028,0.33
Globe,C1OCCVP00,IN,2029,0.33
Globe,C1OCCVP00,IN,2030,0.33
Globe,C1OCCVP00,IN,2031,0.33
Globe,C1OCCVP00,IN,2032,0.33
Globe,C1OCCVP00,IN,2033,0.33
Globe,C1OCCVP00,IN,2034,0.33
Globe,C1OCCVP00,IN,2035,0.33
Globe,C1OCCVP00,IN,2036,0.33
Globe,C1OCCVP00,IN,2037,0.33
Globe,C1OCCVP00,IN,2038,0.33
Globe,C1OCCVP00,IN,2039,0.33
Globe,C1OCCVP00,IN,2040,0.33
Globe,C1OCCVP00,IN,2041,0.33
Globe,C1OCCVP00,IN,2042,0.33
Globe,C1OCCVP00,IN,2043,0.33
Globe,C1OCCVP00,IN,2044,0.33
Globe,C1OCCVP00,IN,2045,0.33
Globe,C1OCCVP00,IN,2046,0.33
Globe,C1OCCVP00,IN,2047,0.33
Globe,C1OCCVP00,IN,2048,0.33
Globe,C1OCCVP00,IN,2049,0.33
Globe,C1OCCVP00,IN,2050,0.33
Globe,C1OCCVP00,IN,2051,0.33
Globe,C1OCCVP00,IN,2052,0.33
Globe,C1OCCVP00,IN,2053,0.33
Globe,C1OCCVP00,IN,2054,0.33
Globe,C1OCCVP00,IN,2055,0.33
Globe,C1OCCVP00,IN,2056,0.33
Globe,C1OCCVP00,IN,2057,0.33
Globe,C1OCCVP00,IN,2058,0.33
Globe,C1OCCVP00,IN,2059,0.33
Globe,C1OCCVP00,IN,2060,0.33
Globe,C1OCCVP00,IN,2061,0.33
Globe,C1OCCVP00,IN,2062,0.33
Globe,C1OCCVP00,IN,2063,0.33
Globe,C1OCCVP00,IN,2064,0.33
Globe,C1OCCVP00,IN,2065,0.33
Globe,C1OCCVP00,IN,2066,0.33
Globe,C1OCCVP00,IN,2067,0.33
Globe,C1OCCVP00,IN,2068,0.33
Globe,C1OCCVP00,IN,2069,0.33
Globe,C1OCCVP00,IN,2070,0.33
Globe,C1OCCVP00,IP,2010,0.33
Globe,C1OCCVP00,IP,2011,0.33
Globe,C1OCCVP00,IP,2012,0.33
Globe,C1OCCVP00,IP,2013,0.33
Globe,C1OCCVP00,IP,2014,0.33
Globe,C1OCCVP00,IP,2015,0.33
Globe,C1OCCVP00,IP,2016,0.33
Globe,C1OCCVP00,IP,2017,0.33
Globe,C1OCCVP00,IP,2018,0.33
Globe,C1OCCVP00,IP,2019,0.33
Globe,C1OCCVP00,IP,2020,0.33
Globe,C1OCCVP00,IP,2021,0.33
Globe,C1OCCVP00,IP,2022,0.33
Globe,C1OCCVP00,IP,2023,0.33
Globe,C1OCCVP00,IP,2024,0.33
Globe,C1OCCVP00,IP,2025,0.33
Globe,C1OCCVP00,IP,2026,0.33
Globe,C1OCCVP00,IP,2027,0.33
Globe,C1OCCVP00,IP,2028,0.33
Globe,C1OCCVP00,IP,2029,0.33
Globe,C1OCCVP00,IP,2030,0.33
Globe,C1OCCVP00,IP,2031,0.33
Globe,C1OCCVP00,IP,2032,0.33
Globe,C1OCCVP00,IP,2033,0.33
Globe,C1OCCVP00,IP,2034,0.33
Globe,C1OCCVP00,IP,2035,0.33
Globe,C1OCCVP00,IP,2036,0.33
Globe,C1OCCVP00,IP,2037,0.33
Globe,C1OCCVP00,IP,2038,0.33
Globe,C1OCCVP00,IP,2039,0.33
Globe,C1OCCVP00,IP,2040,0.33
Globe,C1OCCVP00,IP,2041,0.33
Globe,C1OCCVP00,IP,2042,0.33
Globe,C1OCCVP00,IP,2043,0.33
Globe,C1OCCVP00,IP,2044,0.33
Globe,C1OCCVP00,IP,2045,0.33
Globe,C1OCCVP00,IP,2046,0.33
Globe,C1OCCVP00,IP,2047,0.33
Globe,C1OCCVP00,IP,2048,0.33
Globe,C1OCCVP00,IP,2049,0.33
Globe,C1OCCVP00,IP,2050,0.33
Globe,C1OCCVP00,IP,2051,0.33
Globe,C1OCCVP00,IP,2052,0.33
Globe,C1OCCVP00,IP,2053,0.33
Globe,C1OCCVP00,IP,2054,0.33
Globe,C1OCCVP00,IP,2055,0.33
Globe,C1OCCVP00,IP,2056,0.33
Globe,C1OCCVP00,IP,2057,0.33
Globe,C1OCCVP00,IP,2058,0.33
Globe,C1OCCVP00,IP,2059,0.33
Globe,C1OCCVP00,IP,2060,0.33
Globe,C1OCCVP00,IP,2061,0.33
Globe,C1OCCVP00,IP,2062,0.33
Globe,C1OCCVP00,IP,2063,0.33
Globe,C1OCCVP00,IP,2064,0.33
Globe,C1OCCVP00,IP,2065,0.33
Globe,C1OCCVP00,IP,2066,0.33
Globe,C1OCCVP00,IP,2067,0.33
Globe,C1OCCVP00,IP,2068,0.33
Globe,C1OCCVP00,IP,2069,0.33
Globe,C1OCCVP00,IP,2070,0.33
Globe,C1SOC1P00,ID,2010,0.9
Globe,C1SOC1P00,ID,2011,0.9
Globe,C1SOC1P00,ID,2012,0.9
Globe,C1SOC1P00,ID,2013,0.9
Globe,C1SOC1P00,ID,2014,0.9
Globe,C1SOC1P00,ID,2015,0.9
Globe,C1SOC1P00,ID,2016,0.9
Globe,C1SOC1P00,ID,2017,0.9
Globe,C1SOC1P00,ID,2018,0.9
Globe,C1SOC1P00,ID,2019,0.9
Globe,C1SOC1P00,ID,2020,0.9
Globe,C1SOC1P00,ID,2021,0.9
Globe,C1SOC1P00,ID,2022,0.9
Globe,C1SOC1P00,ID,2023,0.9
Globe,C1SOC1P00,ID,2024,0.9
Globe,C1SOC1P00,ID,2025,0.9
Globe,C1SOC1P00,ID,2026,0.9
Globe,C1SOC1P00,ID,2027,0.9
Globe,C1SOC1P00,ID,2028,0.9
Globe,C1SOC1P00,ID,2029,0.9
Globe,C1SOC1P00,ID,2030,0.9
Globe,C1SOC1P00,ID,2031,0.9
Globe,C1SOC1P00,ID,2032,0.9
Globe,C1SOC1P00,ID,2033,0.9
Globe,C1SOC1P00,ID,2034,0.9
Globe,C1SOC1P00,ID,2035,0.9
Globe,C1SOC1P00,ID,2036,0.9
Globe,C1SOC1P00,ID,2037,0.9
Globe,C1SOC1P00,ID,2038,0.9
Globe,C1SOC1P00,ID,2039,0.9
Globe,C1SOC1P00,ID,2040,0.9
Globe,C1SOC1P00,ID,2041,0.9
Globe,C1SOC1P00,ID,2042,0.9
Globe,C1SOC1P00,ID,2043,0.9
Globe,C1SOC1P00,ID,2044,0.9
Globe,C1SOC1P00,ID,2045,0.9
Globe,C1SOC1P00,ID,2046,0.9
Globe,C1SOC1P00,ID,2047,0.9
Globe,C1SOC1P00,ID,2048,0.9
Globe,C1SOC1P00,ID,2049,0.9
Globe,C1SOC1P00,ID,2050,0.9
Globe,C1SOC1P00,ID,2051,0.9
Globe,C1SOC1P00,ID,2052,0.9
Globe,C1SOC1P00,ID,2053,0.9
Globe,C1SOC1P00,ID,2054,0.9
Globe,C1SOC1P00,ID,2055,0.9
Globe,C1SOC1P00,ID,2056,0.9
Globe,C1SOC1P00,ID,2057,0.9
Globe,C1SOC1P00,ID,2058,0.9
Globe,C1SOC1P00,ID,2059,0.9
Globe,C1SOC1P00,ID,2060,0.9
Globe,C1SOC1P00,ID,2061,0.9
Globe,C1SOC1P00,ID,2062,0.9
Globe,C1SOC1P00,ID,2063,0.9
Globe,C1SOC1P00,ID,2064,0.9
Globe,C1SOC1P00,ID,2065,0.9
Globe,C1SOC1P00,ID,2066,0.9
Globe,C1SOC1P00,ID,2067,0.9
Globe,C1SOC1P00,ID,2068,0.9
Globe,C1SOC1P00,ID,2069,0.9
Globe,C1SOC1P00,ID,2070,0.9
Globe,C1SOC1P00,IN,2010,0.0
Globe,C1SOC1P00,IN,2011,0.0
Globe,C1SOC1P00,IN,2012,0.0
Globe,C1SOC1P00,IN,2013,0.0
Globe,C1SOC1P00,IN,2014,0.0
Globe,C1SOC1P00,IN,2015,0.0
Globe,C1SOC1P00,IN,2016,0.0
Globe,C1SOC1P00,IN,2017,0.0
Globe,C1SOC1P00,IN,2018,0.0
Globe,C1SOC1P00,IN,2019,0.0
Globe,C1SOC1P00,IN,2020,0.0
Globe,C1SOC1P00,IN,2021,0.0
Globe,C1SOC1P00,IN,2022,0.0
Globe,C1SOC1P00,IN,2023,0.0
Globe,C1SOC1P00,IN,2024,0.0
Globe,C1SOC1P00,IN,2025,0.0
Globe,C1SOC1P00,IN,2026,0.0
Globe,C1SOC1P00,IN,2027,0.0
Globe,C1SOC1P00,IN,2028,0.0
Globe,C1SOC1P00,IN,2029,0.0
Globe,C1SOC1P00,IN,2030,0.0
Globe,C1SOC1P00,IN,2031,0.0
Globe,C1SOC1P00,IN,2032,0.0
Globe,C1SOC1P00,IN,2033,0.0
Globe,C1SOC1P00,IN,2034,0.0
Globe,C1SOC1P00,IN,2035,0.0
Globe,C1SOC1P00,IN,2036,0.0
Globe,C1SOC1P00,IN,2037,0.0
Globe,C1SOC1P00,IN,2038,0.0
Globe,C1SOC1P00,IN,2039,0.0
Globe,C1SOC1P00,IN,2040,0.0
Globe,C1SOC1P00,IN,2041,0.0
Globe,C1SOC1P00,IN,2042,0.0
Globe,C1SOC1P00,IN,2043,0.0
Globe,C1SOC1P00,IN,2044,0.0
Globe,C1SOC1P00,IN,2045,0.0
Globe,C1SOC1P00,IN,2046,0.0
Globe,C1SOC1P00,IN,2047,0.0
Globe,C1SOC1P00,IN,2048,0.0
Globe,C1SOC1P00,IN,2049,0.0
Globe,C1SOC1P00,IN,2050,0.0
Globe,C1SOC1P00,IN,2051,0.0
Globe,C1SOC1P00,IN,2052,0.0
Globe,C1SOC1P00,IN,2053,0.0
Globe,C1SOC1P00,IN,2054,0.0
Globe,C1SOC1P00,IN,2055,0.0
Globe,C1SOC1P00,IN,2056,0.0
Globe,C1SOC1P00,IN,2057,0.0
Globe,C1SOC1P00,IN,2058,0.0
Globe,C1SOC1P00,IN,2059,0.0
Globe,C1SOC1P00,IN,2060,0.0
Globe,C1SOC1P00,IN,2061,0.0
Globe,C1SOC1P00,IN,2062,0.0
Globe,C1SOC1P00,IN,2063,0.0
Globe,C1SOC1P00,IN,2064,0.0
Globe,C1SOC1P00,IN,2065,0.0
Globe,C1SOC1P00,IN,2066,0.0
Globe,C1SOC1P00,IN,2067,0.0
Globe,C1SOC1P00,IN,2068,0.0
Globe,C1SOC1P00,IN,2069,0.0
Globe,C1SOC1P00,IN,2070,0.0
Globe,C1SOC1P00,IP,2010,0.45
Globe,C1SOC1P00,IP,2011,0.45
Globe,C1SOC1P00,IP,2012,0.45
Globe,C1SOC1P00,IP,2013,0.45
Globe,C1SOC1P00,IP,2014,0.45
Globe,C1SOC1P00,IP,2015,0.45
Globe,C1SOC1P00,IP,2016,0.45
Globe,C1SOC1P00,IP,2017,0.45
Globe,C1SOC1P00,IP,2018,0.45
Globe,C1SOC1P00,IP,2019,0.45
Globe,C1SOC1P00,IP,2020,0.45
Globe,C1SOC1P00,IP,2021,0.45
Globe,C1SOC1P00,IP,2022,0.45
Globe,C1SOC1P00,IP,2023,0.45
Globe,C1SOC1P00,IP,2024,0.45
Globe,C1SOC1P00,IP,2025,0.45
Globe,C1SOC1P00,IP,2026,0.45
Globe,C1SOC1P00,IP,2027,0.45
Globe,C1SOC1P00,IP,2028,0.45
Globe,C1SOC1P00,IP,2029,0.45
Globe,C1SOC1P00,IP,2030,0.45
Globe,C1SOC1P00,IP,2031,0.45
Globe,C1SOC1P00,IP,2032,0.45
Globe,C1SOC1P00,IP,2033,0.45
Globe,C1SOC1P00,IP,2034,0.45
Globe,C1SOC1P00,IP,2035,0.45
Globe,C1SOC1P00,IP,2036,0.45
Globe,C1SOC1P00,IP,2037,0.45
Globe,C1SOC1P00,IP,2038,0.45
Globe,C1SOC1P00,IP,2039,0.45
Globe,C1SOC1P00,IP,2040,0.45
Globe,C1SOC1P00,IP,2041,0.45
Globe,C1SOC1P00,IP,2042,0.45
Globe,C1SOC1P00,IP,2043,0.45
Globe,C1SOC1P00,IP,2044,0.45
Globe,C1SOC1P00,IP,2045,0.45
Globe,C1SOC1P00,IP,2046,0.45
Globe,C1SOC1P00,IP,2047,0.45
Globe,C1SOC1P00,IP,2048,0.45
Globe,C1SOC1P00,IP,2049,0.45
Globe,C1SOC1P00,IP,2050,0.45
Globe,C1SOC1P00,IP,2051,0.45
Globe,C1SOC1P00,IP,2052,0.45
Globe,C1SOC1P00,IP,2053,0.45
Globe,C1SOC1P00,IP,2054,0.45
Globe,C1SOC1P00,IP,2055,0.45
Globe,C1SOC1P00,IP,2056,0.45
Globe,C1SOC1P00,IP,2057,0.45
Globe,C1SOC1P00,IP,2058,0.45
Globe,C1SOC1P00,IP,2059,0.45
Globe,C1SOC1P00,IP,2060,0.45
Globe,C1SOC1P00,IP,2061,0.45
Globe,C1SOC1P00,IP,2062,0.45
Globe,C1SOC1P00,IP,2063,0.45
Globe,C1SOC1P00,IP,2064,0.45
Globe,C1SOC1P00,IP,2065,0.45
Globe,C1SOC1P00,IP,2066,0.45
Globe,C1SOC1P00,IP,2067,0.45
Globe,C1SOC1P00,IP,2068,0.45
Globe,C1SOC1P00,IP,2069,0.45
Globe,C1SOC1P00,IP,2070,0.45
Globe,C1SOTHF00,ID,2010,0.16
Globe,C1SOTHF00,ID,2011,0.16
Globe,C1SOTHF00,ID,2012,0.16
Globe,C1SOTHF00,ID,2013,0.16
Globe,C1SOTHF00,ID,2014,0.16
Globe,C1SOTHF00,ID,2015,0.16
Globe,C1SOTHF00,ID,2016,0.16
Globe,C1SOTHF00,ID,2017,0.16
Globe,C1SOTHF00,ID,2018,0.16
Globe,C1SOTHF00,ID,2019,0.16
Globe,C1SOTHF00,ID,2020,0.16
Globe,C1SOTHF00,ID,2021,0.1665
Globe,C1SOTHF00,ID,2022,0.173
Globe,C1SOTHF00,ID,2023,0.1795
Globe,C1SOTHF00,ID,2024,0.186
Globe,C1SOTHF00,ID,2025,0.1925
Globe,C1SOTHF00,ID,2026,0.199
Globe,C1SOTHF00,ID,2027,0.2055
Globe,C1SOTHF00,ID,2028,0.212
Globe,C1SOTHF00,ID,2029,0.2185
Globe,C1SOTHF00,ID,2030,0.225
Globe,C1SOTHF00,ID,2031,0.225
Globe,C1SOTHF00,ID,2032,0.225
