REGION,TIMESLICE,FUEL,YEAR,VALUE
Globe,ID,C1_F_HEA_R,2017,34.83687527063
Globe,IN,C1_F_HEA_R,2017,34.83687527063
Globe,IP,C1_F_HEA_R,2017,6.339505558740001
Globe,ID,C1_F_HEA_R,2018,35.17350871975
Globe,IN,C1_F_HEA_R,2018,35.17350871975
Globe,IP,C1_F_HEA_R,2018,6.4007650605
Globe,ID,C1_F_HEA_R,2019,35.50007267625
Globe,IN,C1_F_HEA_R,2019,35.50007267625
Globe,IP,C1_F_HEA_R,2019,6.4601921475
Globe,ID,C1_F_HEA_R,2020,35.82772174966
Globe,IN,C1_F_HEA_R,2020,35.82772174966
Globe,IP,C1_F_HEA_R,2020,6.51981670068
Globe,ID,C1_F_HEA_R,2021,35.068609560168
Globe,IN,C1_F_HEA_R,2021,35.068609560168
Globe,IP,C1_F_HEA_R,2021,6.381675839664
Globe,ID,C1_F_HEA_R,2022,34.287619961876
Globe,IN,C1_F_HEA_R,2022,34.287619961876
Globe,IP,C1_F_HEA_R,2022,6.239553796248
Globe,ID,C1_F_HEA_R,2023,33.484418230796
Globe,IN,C1_F_HEA_R,2023,33.484418230796
Globe,IP,C1_F_HEA_R,2023,6.093389658408
Globe,ID,C1_F_HEA_R,2024,32.658534394027
Globe,IN,C1_F_HEA_R,2024,32.658534394027
Globe,IP,C1_F_HEA_R,2024,5.943097901946
Globe,ID,C1_F_HEA_R,2025,31.809617343356
Globe,IN,C1_F_HEA_R,2025,31.809617343356
Globe,IP,C1_F_HEA_R,2025,5.788614633288
Globe,ID,C1_F_HEA_R,2026,30.930772991040996
Globe,IN,C1_F_HEA_R,2026,30.930772991040996
Globe,IP,C1_F_HEA_R,2026,5.628685287918
Globe,ID,C1_F_HEA_R,2027,30.028524059750996
Globe,IN,C1_F_HEA_R,2027,30.028524059750996
Globe,IP,C1_F_HEA_R,2027,5.464496850498
Globe,ID,C1_F_HEA_R,2028,29.102455870479996
Globe,IN,C1_F_HEA_R,2028,29.102455870479996
Globe,IP,C1_F_HEA_R,2028,5.29597385904
Globe,ID,C1_F_HEA_R,2029,28.152143913687002
Globe,IN,C1_F_HEA_R,2029,28.152143913687002
Globe,IP,C1_F_HEA_R,2029,5.123039062626001
Globe,ID,C1_F_HEA_R,2030,27.177153514736997
Globe,IN,C1_F_HEA_R,2030,27.177153514736997
Globe,IP,C1_F_HEA_R,2030,4.945613360526
Globe,ID,C1_F_HEA_R,2031,26.851022835056998
Globe,IN,C1_F_HEA_R,2031,26.851022835056998
Globe,IP,C1_F_HEA_R,2031,4.8862651198860005
Globe,ID,C1_F_HEA_R,2032,26.519279744832
Globe,IN,C1_F_HEA_R,2032,26.519279744832
Globe,IP,C1_F_HEA_R,2032,4.825895550336
Globe,ID,C1_F_HEA_R,2033,26.181963621197998
Globe,IN,C1_F_HEA_R,2033,26.181963621197998
Globe,IP,C1_F_HEA_R,2033,4.764511817604
Globe,ID,C1_F_HEA_R,2034,25.838987423819
Globe,IN,C1_F_HEA_R,2034,25.838987423819
Globe,IP,C1_F_HEA_R,2034,4.702098082362
Globe,ID,C1_F_HEA_R,2035,25.490388073343
Globe,IN,C1_F_HEA_R,2035,25.490388073343
Globe,IP,C1_F_HEA_R,2035,4.638661063314
Globe,ID,C1_F_HEA_R,2036,25.116631228886
Globe,IN,C1_F_HEA_R,2036,25.116631228886
Globe,IP,C1_F_HEA_R,2036,4.570645962228
Globe,ID,C1_F_HEA_R,2037,24.737903589301
Globe,IN,C1_F_HEA_R,2037,24.737903589301
Globe,IP,C1_F_HEA_R,2037,4.501726291398
Globe,ID,C1_F_HEA_R,2038,24.35415508073
Globe,IN,C1_F_HEA_R,2038,24.35415508073
Globe,IP,C1_F_HEA_R,2038,4.43189293854
Globe,ID,C1_F_HEA_R,2039,23.965420859366
Globe,IN,C1_F_HEA_R,2039,23.965420859366
Globe,IP,C1_F_HEA_R,2039,4.361152301268
Globe,ID,C1_F_HEA_R,2040,23.571650040159998
Globe,IN,C1_F_HEA_R,2040,23.571650040159998
Globe,IP,C1_F_HEA_R,2040,4.28949511968
Globe,ID,C1_F_HEA_R,2041,23.493425402554998
Globe,IN,C1_F_HEA_R,2041,23.493425402554998
Globe,IP,C1_F_HEA_R,2041,4.27526004489
Globe,ID,C1_F_HEA_R,2042,23.412657401601997
Globe,IN,C1_F_HEA_R,2042,23.412657401601997
Globe,IP,C1_F_HEA_R,2042,4.260562136796
Globe,ID,C1_F_HEA_R,2043,23.329236558597
Globe,IN,C1_F_HEA_R,2043,23.329236558597
Globe,IP,C1_F_HEA_R,2043,4.245381472806001
Globe,ID,C1_F_HEA_R,2044,23.243159170475998
Globe,IN,C1_F_HEA_R,2044,23.243159170475998
Globe,IP,C1_F_HEA_R,2044,4.229717379048
Globe,ID,C1_F_HEA_R,2045,23.154313091229
Globe,IN,C1_F_HEA_R,2045,23.154313091229
Globe,IP,C1_F_HEA_R,2045,4.213549447542
Globe,ID,C1_F_HEA_R,2046,23.046474519188
Globe,IN,C1_F_HEA_R,2046,23.046474519188
Globe,IP,C1_F_HEA_R,2046,4.193925321624
Globe,ID,C1_F_HEA_R,2047,22.935979177464002
Globe,IN,C1_F_HEA_R,2047,22.935979177464002
Globe,IP,C1_F_HEA_R,2047,4.173817725072
Globe,ID,C1_F_HEA_R,2048,22.822793275598
Globe,IN,C1_F_HEA_R,2048,22.822793275598
Globe,IP,C1_F_HEA_R,2048,4.153220508804
Globe,ID,C1_F_HEA_R,2049,22.706803471417
Globe,IN,C1_F_HEA_R,2049,22.706803471417
Globe,IP,C1_F_HEA_R,2049,4.132113047166
Globe,ID,C1_F_HEA_R,2050,22.587972482216
Globe,IN,C1_F_HEA_R,2050,22.587972482216
Globe,IP,C1_F_HEA_R,2050,4.110488555568001
Globe,ID,C1_F_HEA_R,2051,22.587972482216
Globe,IN,C1_F_HEA_R,2051,22.587972482216
Globe,IP,C1_F_HEA_R,2051,4.110488555568001
Globe,ID,C1_F_HEA_R,2052,22.587972482216
Globe,IN,C1_F_HEA_R,2052,22.587972482216
Globe,IP,C1_F_HEA_R,2052,4.110488555568001
Globe,ID,C1_F_HEA_R,2053,22.587972482216
Globe,IN,C1_F_HEA_R,2053,22.587972482216
Globe,IP,C1_F_HEA_R,2053,4.110488555568001
Globe,ID,C1_F_HEA_R,2054,22.587972482216
Globe,IN,C1_F_HEA_R,2054,22.587972482216
Globe,IP,C1_F_HEA_R,2054,4.110488555568001
Globe,ID,C1_F_HEA_R,2055,22.587972482216
Globe,IN,C1_F_HEA_R,2055,22.587972482216
Globe,IP,C1_F_HEA_R,2055,4.110488555568001
Globe,ID,C1_F_HEA_R,2056,22.587972482216
Globe,IN,C1_F_HEA_R,2056,22.587972482216
