REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
Globe,C1BMIGPCS,WATER,1,2031,0.11100000000000006
Globe,C1BMIGPCS,WATER,1,2032,0.11100000000000007
Globe,C1BMIGPCS,WATER,1,2033,0.11100000000000004
Globe,C1BMIGPCS,WATER,1,2034,0.111
Globe,C1BMIGPCS,WATER,1,2035,0.11100000000000002
Globe,C1BMIGPCS,WATER,1,2036,0.11100000000000002
Globe,C1BMIGPCS,WATER,1,2037,0.111
Globe,C1BMIGPCS,WATER,1,2038,0.111
Globe,C1BMIGPCS,WATER,1,2039,0.11100000000000002
Globe,C1BMIGPCS,WATER,1,2040,0.11100000000000003
Globe,C1BMIGPCS,WATER,1,2041,0.11100000000000002
Globe,C1BMIGPCS,WATER,1,2042,0.11100000000000004
Globe,C1BMIGPCS,WATER,1,2043,0.11100000000000004
Globe,C1BMIGPCS,WATER,1,2044,0.11100000000000004
Globe,C1BMIGPCS,WATER,1,2045,0.11100000000000004
Globe,C1BMIGPCS,WATER,1,2046,0.111
Globe,C1BMIGPCS,WATER,1,2047,0.11100000000000004
Globe,C1BMIGPCS,WATER,1,2048,0.11100000000000003
Globe,C1BMIGPCS,WATER,1,2049,0.11100000000000002
Globe,C1BMIGPCS,WATER,1,2050,0.11100000000000004
Globe,C1BMIGPCS,WATER,1,2051,0.111
Globe,C1BMIGPCS,WATER,1,2052,0.11100000000000003
Globe,C1BMIGPCS,WATER,1,2053,0.11100000000000002
Globe,C1BMIGPCS,WATER,1,2054,0.11100000000000002
Globe,C1BMIGPCS,WATER,1,2055,0.111
Globe,C1BMIGPCS,WATER,1,2056,0.11099999999999999
Globe,C1BMIGPCS,WATER,1,2057,0.111
Globe,C1BMIGPCS,WATER,1,2058,0.111
Globe,C1BMIGPCS,WATER,1,2059,0.11099999999999999
Globe,C1BMIGPCS,WATER,1,2060,0.11100000000000002
Globe,C1BMLP000,CO2EQ,1,2010,0.0006472425191489362
Globe,C1BMLP000,CO2EQ,1,2011,0.0006687435148936171
Globe,C1BMLP000,CO2EQ,1,2012,0.0006899598936170212
Globe,C1BMLP000,CO2EQ,1,2013,0.0006396760085106382
Globe,C1BMLP000,CO2EQ,1,2014,0.0005922109957446811
Globe,C1BMLP000,CO2EQ,1,2015,0.0005475154957446808
Globe,C1BMLP000,CO2EQ,1,2016,0.00050157274
Globe,C1BMLP000,CO2EQ,1,2017,0.00045923619063829786
Globe,C1BMLP000,CO2EQ,1,2018,0.00042011221744680854
Globe,C1BMLP000,CO2EQ,1,2019,0.00038413847148936173
Globe,C1BMLP000,CO2EQ,1,2020,0.00035103901148936164
Globe,C1BMLP000,WATER,1,2010,0.028478670842553195
Globe,C1BMLP000,WATER,1,2011,0.02942471465531915
Globe,C1BMLP000,WATER,1,2012,0.030358235319148934
Globe,C1BMLP000,WATER,1,2013,0.028145744374468082
Globe,C1BMLP000,WATER,1,2014,0.026057283812765966
Globe,C1BMLP000,WATER,1,2015,0.024090681812765954
Globe,C1BMLP000,WATER,1,2016,0.022069200560000002
Globe,C1BMLP000,WATER,1,2017,0.020206392388085106
Globe,C1BMLP000,WATER,1,2018,0.018484937567659575
Globe,C1BMLP000,WATER,1,2019,0.016902092745531914
Globe,C1BMLP000,WATER,1,2020,0.015445716505531913
Globe,C1CO00I00,CO2EQ,1,2010,11.5925874
Globe,C1CO00I00,CO2EQ,1,2011,12.135156
Globe,C1CO00I00,CO2EQ,1,2012,12.2393964
Globe,C1CO00I00,CO2EQ,1,2013,12.389945999999998
Globe,C1CO00I00,CO2EQ,1,2014,12.538528800000002
Globe,C1CO00I00,CO2EQ,1,2015,12.205603199999999
Globe,C1CO00I00,CO2EQ,1,2016,11.835129599999998
Globe,C1CO00I00,CO2EQ,1,2017,12.055500599999998
Globe,C1CO00I00,CO2EQ,1,2018,12.305105399999997
Globe,C1CO00I00,CO2EQ,1,2019,12.293840999999999
Globe,C1CO00I00,CO2EQ,1,2020,11.954567999999998
Globe,C1CO00I00,CO2EQ,1,2021,8.965926
Globe,C1CO00I00,CO2EQ,1,2022,6.7243998
Globe,C1CO00I00,CO2EQ,1,2023,5.0433222
Globe,C1CO00I00,CO2EQ,1,2024,3.847749747563972
Globe,C1CO00I00,CO2EQ,1,2025,3.891276316122544
Globe,C1CO00I00,CO2EQ,1,2026,3.8115767463723245
Globe,C1CO00I00,CO2EQ,1,2027,3.7990253274822585
Globe,C1CO00I00,CO2EQ,1,2028,3.7864185370125627
Globe,C1CO00I00,CO2EQ,1,2029,3.7738491029807975
Globe,C1CO00I00,CO2EQ,1,2030,3.761136311701875
Globe,C1CO00I00,CO2EQ,1,2031,3.7248292839211885
Globe,C1CO00I00,CO2EQ,1,2032,3.6885602166014344
Globe,C1CO00I00,CO2EQ,1,2033,3.6521513997274795
Globe,C1CO00I00,CO2EQ,1,2034,3.615782390882957
Globe,C1CO00I00,CO2EQ,1,2035,3.579275586573809
Globe,C1CO00I00,CO2EQ,1,2036,3.542809683937918
Globe,C1CO00I00,CO2EQ,1,2037,3.506206307305173
Globe,C1CO00I00,CO2EQ,1,2038,3.4695548894149026
Globe,C1CO00I00,CO2EQ,1,2039,3.4329495755510915
Globe,C1CO00I00,CO2EQ,1,2040,3.396206727707719
Globe,C1CO00I00,CO2EQ,1,2041,3.397703927985344
Globe,C1CO00I00,CO2EQ,1,2042,3.399157222413838
Globe,C1CO00I00,CO2EQ,1,2043,3.4005647332073368
Globe,C1CO00I00,CO2EQ,1,2044,3.4019277270892014
Globe,C1CO00I00,CO2EQ,1,2045,3.4032458572839115
Globe,C1CO00I00,CO2EQ,1,2046,3.404518487454156
Globe,C1CO00I00,CO2EQ,1,2047,3.405746364058789
Globe,C1CO00I00,CO2EQ,1,2048,3.4069266577264337
Globe,C1CO00I00,CO2EQ,1,2049,3.4080642838920956
Globe,C1CO00I00,CO2EQ,1,2050,3.409155581862211
Globe,C1CO00I00,CO2EQ,1,2051,3.4086835005595404
Globe,C1CO00I00,CO2EQ,1,2052,3.4081877795539937
Globe,C1CO00I00,CO2EQ,1,2053,3.407667349713277
Globe,C1CO00I00,CO2EQ,1,2054,3.407120844923913
Globe,C1CO00I00,CO2EQ,1,2055,3.4065470178648924
